indegree,outdegree,degree
9,0,9
16,0,16
3,0,3
2,0,2
2,0,2
6,0,6
6,0,6
2,0,2
3,0,3
3,0,3
6,0,6
2,0,2
5,0,5
3,0,3
2,0,2
3,0,3
5,0,5
30,0,30
5,0,5
5,0,5
2,0,2
3,0,3
3,0,3
12,0,12
5,0,5
3,0,3
6,0,6
3,33,36
3,0,3
4,0,4
2,0,2
30,0,30
4,0,4
2,0,2
2,0,2
2,0,2
3,0,3
171,58,229
3,0,3
5,0,5
3,0,3
2,0,2
15,0,15
5,0,5
11,0,11
3,0,3
4,0,4
3,0,3
9,0,9
173,268,441
2,0,2
2,0,2
4,0,4
3,0,3
3,0,3
158,327,485
4,0,4
2,0,2
5,0,5
2,0,2
4,0,4
3,0,3
8,0,8
6,0,6
2,0,2
3,0,3
4,0,4
171,57,228
2,0,2
2,0,2
6,0,6
8,0,8
4,0,4
3,0,3
6,0,6
3,0,3
4,0,4
2,0,2
2,0,2
2,0,2
3,0,3
3,0,3
5,0,5
9,52,61
5,0,5
7,0,7
3,0,3
5,0,5
10,0,10
4,0,4
3,0,3
3,0,3
14,0,14
5,0,5
30,0,30
3,0,3
4,0,4
6,0,6
2,0,2
5,0,5
9,0,9
9,0,9
3,0,3
43,0,43
2,0,2
2,0,2
11,0,11
9,0,9
3,0,3
2,0,2
5,0,5
2,0,2
2,0,2
5,0,5
2,0,2
3,0,3
4,0,4
3,0,3
4,0,4
6,0,6
2,0,2
3,0,3
70,0,70
3,0,3
4,0,4
4,0,4
3,0,3
3,0,3
2,0,2
30,0,30
2,0,2
6,0,6
6,0,6
2,348,350
26,0,26
4,0,4
6,0,6
2,0,2
3,0,3
2,0,2
3,0,3
8,0,8
32,0,32
2,0,2
6,0,6
4,0,4
2,0,2
2,0,2
3,0,3
172,334,506
6,0,6
5,0,5
4,0,4
12,0,12
3,0,3
5,0,5
4,0,4
3,0,3
3,0,3
4,0,4
3,0,3
3,0,3
4,135,139
19,0,19
2,0,2
3,0,3
3,0,3
7,0,7
4,0,4
2,0,2
10,0,10
3,0,3
2,0,2
2,0,2
2,0,2
13,183,196
6,0,6
22,0,22
4,0,4
3,0,3
7,0,7
3,0,3
5,0,5
30,0,30
12,0,12
4,0,4
33,0,33
4,0,4
4,0,4
3,0,3
3,0,3
176,341,517
5,0,5
2,0,2
32,0,32
10,0,10
4,0,4
3,0,3
3,0,3
4,0,4
4,0,4
6,0,6
3,0,3
4,0,4
6,0,6
4,0,4
6,0,6
3,0,3
6,0,6
4,0,4
9,48,57
12,0,12
4,0,4
3,0,3
3,0,3
170,396,566
4,0,4
3,0,3
2,0,2
3,0,3
3,0,3
12,0,12
2,0,2
3,0,3
2,0,2
4,0,4
2,0,2
9,0,9
6,0,6
4,0,4
5,0,5
3,0,3
2,0,2
9,80,89
2,0,2
4,0,4
3,0,3
3,0,3
3,0,3
28,0,28
8,0,8
11,0,11
2,0,2
36,0,36
4,0,4
4,0,4
8,0,8
4,0,4
3,0,3
3,0,3
3,0,3
32,0,32
10,0,10
3,0,3
3,0,3
4,0,4
5,0,5
14,0,14
2,0,2
4,0,4
6,0,6
4,0,4
16,0,16
5,0,5
2,0,2
7,0,7
3,0,3
4,0,4
9,0,9
4,0,4
7,0,7
3,0,3
2,0,2
3,0,3
2,0,2
3,0,3
11,0,11
5,0,5
3,0,3
3,0,3
7,0,7
3,0,3
3,0,3
3,0,3
9,0,9
11,0,11
3,0,3
6,0,6
171,60,231
3,0,3
3,0,3
4,0,4
175,0,175
2,0,2
9,0,9
3,0,3
19,0,19
4,0,4
3,0,3
173,0,173
7,0,7
4,0,4
5,0,5
3,0,3
2,0,2
3,0,3
10,0,10
5,0,5
3,0,3
4,0,4
3,0,3
12,0,12
5,0,5
3,0,3
2,0,2
3,0,3
3,0,3
4,0,4
2,0,2
2,0,2
3,0,3
2,0,2
2,0,2
15,0,15
8,0,8
3,0,3
13,0,13
6,0,6
2,0,2
6,0,6
2,0,2
7,0,7
3,0,3
4,0,4
3,0,3
6,0,6
11,0,11
2,0,2
3,0,3
5,0,5
19,0,19
7,0,7
4,0,4
10,0,10
16,0,16
2,0,2
3,0,3
3,0,3
3,0,3
3,0,3
4,0,4
2,0,2
4,0,4
3,0,3
7,0,7
3,0,3
3,0,3
4,0,4
3,0,3
3,0,3
3,0,3
3,0,3
4,0,4
2,0,2
11,0,11
3,0,3
3,0,3
3,0,3
174,242,416
4,0,4
8,0,8
173,295,468
3,0,3
8,0,8
171,3,174
3,0,3
2,0,2
3,0,3
3,0,3
3,0,3
19,0,19
4,0,4
2,0,2
3,0,3
7,0,7
3,0,3
8,361,369
2,0,2
14,0,14
13,0,13
9,0,9
3,0,3
3,0,3
3,0,3
2,0,2
2,0,2
3,0,3
12,211,223
23,0,23
4,0,4
5,0,5
2,0,2
20,0,20
171,0,171
5,0,5
6,0,6
172,38,210
3,0,3
7,0,7
2,0,2
2,0,2
3,0,3
10,23,33
8,0,8
174,272,446
8,0,8
2,0,2
3,0,3
2,0,2
2,0,2
3,0,3
172,142,314
3,0,3
3,0,3
2,0,2
3,0,3
3,0,3
2,0,2
2,0,2
3,0,3
8,0,8
5,0,5
5,0,5
3,0,3
10,0,10
3,0,3
7,0,7
2,0,2
2,0,2
4,0,4
9,0,9
5,0,5
4,0,4
2,0,2
5,0,5
2,0,2
5,0,5
8,57,65
2,0,2
7,0,7
3,0,3
4,0,4
3,0,3
3,0,3
3,0,3
32,0,32
3,0,3
3,0,3
4,0,4
3,0,3
4,0,4
4,0,4
172,245,417
3,0,3
3,0,3
5,0,5
32,0,32
3,0,3
3,0,3
3,0,3
3,0,3
5,0,5
2,0,2
3,0,3
4,0,4
8,0,8
2,0,2
4,0,4
6,0,6
9,0,9
3,0,3
2,0,2
3,0,3
2,0,2
5,0,5
6,0,6
3,0,3
6,6,12
5,0,5
4,0,4
15,0,15
3,0,3
38,0,38
6,0,6
3,0,3
4,0,4
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
2,0,2
3,0,3
3,0,3
2,0,2
2,0,2
5,0,5
176,429,605
2,0,2
7,0,7
2,0,2
8,0,8
3,0,3
2,0,2
4,0,4
2,0,2
2,0,2
3,0,3
3,0,3
4,0,4
60,0,60
3,0,3
2,0,2
3,0,3
4,0,4
5,0,5
17,0,17
2,0,2
5,0,5
4,0,4
3,0,3
28,0,28
4,0,4
2,0,2
171,0,171
20,0,20
3,0,3
2,0,2
2,0,2
3,0,3
4,0,4
3,0,3
3,0,3
4,0,4
3,0,3
3,0,3
4,0,4
4,0,4
2,0,2
4,0,4
9,0,9
5,0,5
3,0,3
5,0,5
4,0,4
3,0,3
3,0,3
2,0,2
15,0,15
170,252,422
4,0,4
30,0,30
11,0,11
5,0,5
2,0,2
176,237,413
30,0,30
3,0,3
22,0,22
3,0,3
2,0,2
7,0,7
9,0,9
2,0,2
6,0,6
4,0,4
2,0,2
3,0,3
2,0,2
2,0,2
3,0,3
3,0,3
3,0,3
3,0,3
3,0,3
3,0,3
30,0,30
4,0,4
3,0,3
3,0,3
4,0,4
4,0,4
3,0,3
2,0,2
2,0,2
6,0,6
3,0,3
3,0,3
3,0,3
2,0,2
6,0,6
2,0,2
6,0,6
7,0,7
3,0,3
32,0,32
4,0,4
16,0,16
5,39,44
10,0,10
4,0,4
3,0,3
2,0,2
3,0,3
4,0,4
6,0,6
3,0,3
3,0,3
9,0,9
3,0,3
14,0,14
3,0,3
5,0,5
2,0,2
5,0,5
3,0,3
3,0,3
6,0,6
176,286,462
2,0,2
5,0,5
8,0,8
2,0,2
8,0,8
10,0,10
26,0,26
3,0,3
10,0,10
6,0,6
5,0,5
4,0,4
13,0,13
11,0,11
11,0,11
2,0,2
8,0,8
3,0,3
3,0,3
4,0,4
3,0,3
2,0,2
3,0,3
4,0,4
6,0,6
3,0,3
2,0,2
3,0,3
2,0,2
11,0,11
2,0,2
3,0,3
2,0,2
2,0,2
8,0,8
19,0,19
175,0,175
2,0,2
2,0,2
2,0,2
2,0,2
2,0,2
2,0,2
3,0,3
36,0,36
17,0,17
2,19,21
3,0,3
5,0,5
36,0,36
16,0,16
5,0,5
3,0,3
3,0,3
3,0,3
3,0,3
2,0,2
3,0,3
2,0,2
4,0,4
8,0,8
6,0,6
2,0,2
16,404,420
11,0,11
3,0,3
3,0,3
32,0,32
4,0,4
2,0,2
5,0,5
6,0,6
3,0,3
3,0,3
13,0,13
5,0,5
13,0,13
3,0,3
3,0,3
2,0,2
3,0,3
2,0,2
3,0,3
4,0,4
2,0,2
8,0,8
30,0,30
3,0,3
3,0,3
3,0,3
6,0,6
3,0,3
8,0,8
2,0,2
3,0,3
2,0,2
3,0,3
5,0,5
2,0,2
2,0,2
2,0,2
17,0,17
4,0,4
6,0,6
11,0,11
3,0,3
2,0,2
4,0,4
6,0,6
2,0,2
30,0,30
3,0,3
2,0,2
3,0,3
11,0,11
12,0,12
2,0,2
5,0,5
2,0,2
3,0,3
3,0,3
3,0,3
6,0,6
9,0,9
3,0,3
4,0,4
3,0,3
4,0,4
24,0,24
10,0,10
4,0,4
170,243,413
7,4,11
2,0,2
8,0,8
3,0,3
12,0,12
3,0,3
2,0,2
9,0,9
3,0,3
2,0,2
5,0,5
3,0,3
32,0,32
6,0,6
3,0,3
3,0,3
3,0,3
3,0,3
8,0,8
2,0,2
2,0,2
3,0,3
185,291,476
2,0,2
5,0,5
7,141,148
2,0,2
4,0,4
30,0,30
9,0,9
4,0,4
3,0,3
4,15,19
8,0,8
6,0,6
6,0,6
2,15,17
5,0,5
3,0,3
6,0,6
2,0,2
3,0,3
2,0,2
2,0,2
5,0,5
4,0,4
2,0,2
5,0,5
12,0,12
17,77,94
2,0,2
2,0,2
3,0,3
2,0,2
4,0,4
3,0,3
10,0,10
7,0,7
33,0,33
30,0,30
6,0,6
3,0,3
3,0,3
14,348,362
11,0,11
3,0,3
11,0,11
2,0,2
2,0,2
17,0,17
3,0,3
3,0,3
196,27,223
2,0,2
2,0,2
3,0,3
3,0,3
6,0,6
3,0,3
4,0,4
4,0,4
3,0,3
3,0,3
171,330,501
2,0,2
3,0,3
2,0,2
3,0,3
5,0,5
2,0,2
5,0,5
3,0,3
3,0,3
7,0,7
3,0,3
4,0,4
3,0,3
3,0,3
2,0,2
3,0,3
3,0,3
7,0,7
30,0,30
3,80,83
3,0,3
7,0,7
7,0,7
30,0,30
6,0,6
13,0,13
3,0,3
6,0,6
9,0,9
10,0,10
2,0,2
2,0,2
2,0,2
3,0,3
2,0,2
10,0,10
3,0,3
3,0,3
2,0,2
8,0,8
14,0,14
4,0,4
11,0,11
2,0,2
6,0,6
2,0,2
4,0,4
2,0,2
12,0,12
3,0,3
7,0,7
172,243,415
3,0,3
3,0,3
2,0,2
4,0,4
2,0,2
3,0,3
2,0,2
4,0,4
3,0,3
23,0,23
2,0,2
2,0,2
5,0,5
170,229,399
4,0,4
3,0,3
9,0,9
30,0,30
2,0,2
3,0,3
2,0,2
3,0,3
4,0,4
170,264,434
3,0,3
3,0,3
58,489,547
3,0,3
2,0,2
3,0,3
2,0,2
2,0,2
6,0,6
3,0,3
2,0,2
32,0,32
5,0,5
2,0,2
6,0,6
9,0,9
2,0,2
5,0,5
2,0,2
2,0,2
3,0,3
4,0,4
3,0,3
2,0,2
3,0,3
4,0,4
26,0,26
8,0,8
4,0,4
3,0,3
170,265,435
170,250,420
2,0,2
3,0,3
4,0,4
2,0,2
2,0,2
16,0,16
3,0,3
4,0,4
8,0,8
3,0,3
7,0,7
2,0,2
170,254,424
8,0,8
13,0,13
3,0,3
2,0,2
5,0,5
3,0,3
4,0,4
3,0,3
23,0,23
14,0,14
3,0,3
2,0,2
6,0,6
6,0,6
6,0,6
3,0,3
4,0,4
5,0,5
5,0,5
3,0,3
3,0,3
3,0,3
4,0,4
5,0,5
7,0,7
2,0,2
9,0,9
9,0,9
2,0,2
8,0,8
3,0,3
3,0,3
2,0,2
2,0,2
3,0,3
38,0,38
2,0,2
6,0,6
8,0,8
8,0,8
3,0,3
5,0,5
52,0,52
37,0,37
15,0,15
3,0,3
5,0,5
3,0,3
3,0,3
3,0,3
3,0,3
8,0,8
5,0,5
3,0,3
5,0,5
3,0,3
8,0,8
2,0,2
8,0,8
10,0,10
2,0,2
30,0,30
24,116,140
3,0,3
2,0,2
2,0,2
2,0,2
5,0,5
5,0,5
2,0,2
4,0,4
2,0,2
172,0,172
4,0,4
19,0,19
2,0,2
3,0,3
3,0,3
170,282,452
170,261,431
4,0,4
2,0,2
4,0,4
30,0,30
2,0,2
4,0,4
10,0,10
10,0,10
3,0,3
31,0,31
4,0,4
10,0,10
2,0,2
8,0,8
3,0,3
176,697,873
3,0,3
38,0,38
3,0,3
3,0,3
34,0,34
7,0,7
5,0,5
4,0,4
2,0,2
10,0,10
9,0,9
101,1043,1144
5,0,5
3,0,3
6,0,6
4,0,4
2,0,2
2,0,2
2,0,2
3,0,3
2,0,2
4,0,4
4,0,4
9,0,9
2,0,2
2,0,2
3,0,3
2,0,2
2,0,2
2,0,2
2,0,2
2,0,2
4,0,4
2,0,2
32,0,32
5,0,5
5,0,5
6,0,6
3,0,3
2,0,2
2,0,2
3,0,3
3,0,3
4,0,4
2,0,2
8,0,8
5,0,5
4,0,4
5,0,5
3,0,3
175,1092,1267
7,0,7
2,0,2
3,0,3
170,237,407
3,0,3
2,0,2
3,0,3
3,0,3
11,0,11
6,0,6
5,0,5
3,0,3
3,0,3
2,0,2
2,0,2
3,0,3
2,0,2
5,0,5
7,27,34
3,0,3
2,0,2
2,0,2
10,0,10
4,0,4
4,0,4
2,0,2
6,0,6
5,0,5
3,0,3
3,0,3
4,0,4
6,0,6
5,0,5
3,0,3
3,0,3
37,502,539
8,0,8
2,0,2
9,0,9
11,0,11
3,0,3
2,0,2
3,0,3
3,0,3
171,353,524
3,0,3
2,0,2
4,0,4
4,0,4
2,0,2
5,0,5
5,0,5
7,0,7
8,0,8
5,0,5
4,0,4
172,76,248
3,0,3
6,0,6
2,0,2
2,0,2
3,0,3
2,0,2
2,0,2
4,0,4
6,0,6
2,0,2
6,0,6
4,0,4
7,0,7
8,0,8
3,0,3
2,0,2
5,0,5
3,0,3
170,232,402
3,0,3
2,0,2
4,0,4
2,0,2
3,0,3
5,0,5
3,0,3
5,0,5
7,0,7
171,61,232
10,0,10
3,0,3
10,0,10
170,488,658
7,0,7
4,0,4
24,84,108
7,0,7
2,0,2
13,0,13
3,0,3
2,0,2
4,0,4
8,0,8
5,0,5
3,0,3
5,0,5
7,0,7
17,0,17
2,0,2
2,0,2
10,0,10
2,0,2
4,0,4
171,25,196
19,0,19
5,0,5
2,0,2
9,0,9
3,0,3
2,0,2
2,0,2
2,0,2
4,0,4
170,243,413
3,0,3
11,0,11
11,61,72
2,0,2
2,0,2
4,0,4
3,0,3
170,310,480
4,0,4
31,0,31
4,0,4
2,0,2
4,0,4
3,0,3
4,0,4
11,117,128
30,0,30
3,0,3
5,0,5
8,0,8
3,0,3
3,0,3
2,0,2
3,0,3
9,0,9
3,0,3
3,0,3
2,0,2
5,0,5
2,0,2
3,0,3
4,0,4
3,0,3
4,0,4
2,0,2
6,0,6
5,0,5
6,0,6
3,0,3
171,0,171
5,0,5
2,0,2
4,0,4
3,0,3
11,0,11
6,0,6
5,0,5
2,0,2
3,0,3
5,0,5
4,0,4
30,0,30
2,0,2
7,0,7
3,0,3
6,0,6
2,0,2
10,0,10
3,0,3
2,0,2
2,0,2
2,0,2
2,0,2
3,0,3
2,0,2
7,0,7
3,0,3
10,0,10
9,0,9
10,0,10
3,0,3
4,0,4
4,0,4
171,62,233
10,0,10
3,0,3
2,0,2
7,0,7
3,0,3
6,0,6
6,0,6
3,0,3
32,0,32
172,141,313
6,0,6
30,0,30
4,0,4
16,353,369
4,0,4
4,0,4
3,0,3
20,684,704
2,0,2
4,0,4
8,0,8
6,0,6
7,0,7
2,0,2
8,0,8
2,0,2
8,0,8
3,0,3
176,293,469
3,0,3
3,0,3
7,0,7
3,0,3
30,0,30
3,0,3
2,0,2
12,0,12
2,27,29
2,0,2
3,0,3
4,0,4
28,0,28
2,0,2
5,0,5
3,0,3
32,0,32
7,0,7
3,0,3
184,435,619
7,0,7
4,0,4
7,0,7
5,0,5
2,0,2
2,0,2
3,0,3
5,0,5
3,0,3
3,0,3
17,26,43
11,0,11
6,0,6
2,0,2
7,0,7
4,0,4
3,0,3
6,0,6
8,0,8
3,0,3
3,0,3
3,0,3
3,0,3
2,0,2
5,0,5
11,0,11
4,0,4
3,0,3
14,158,172
3,0,3
3,0,3
3,0,3
186,647,833
3,0,3
5,0,5
2,0,2
5,0,5
3,0,3
3,0,3
170,268,438
5,0,5
4,0,4
19,0,19
3,0,3
2,0,2
2,0,2
4,0,4
3,0,3
4,0,4
2,0,2
5,0,5
2,0,2
32,679,711
4,0,4
2,0,2
30,0,30
2,0,2
170,817,987
2,0,2
3,0,3
2,0,2
3,0,3
16,0,16
8,0,8
3,0,3
3,0,3
4,0,4
50,594,644
4,0,4
3,0,3
3,0,3
6,0,6
14,0,14
22,0,22
2,0,2
4,0,4
3,0,3
5,0,5
43,0,43
4,0,4
2,0,2
5,0,5
170,312,482
5,0,5
3,0,3
3,0,3
173,0,173
6,0,6
11,0,11
2,0,2
3,0,3
2,0,2
9,0,9
9,0,9
5,0,5
6,0,6
27,0,27
2,0,2
177,0,177
171,234,405
3,0,3
2,0,2
5,0,5
4,0,4
4,0,4
3,0,3
5,0,5
4,0,4
2,0,2
172,385,557
2,0,2
8,0,8
2,0,2
24,0,24
14,0,14
4,0,4
7,0,7
3,0,3
11,0,11
6,0,6
6,0,6
3,0,3
7,0,7
15,0,15
13,0,13
3,0,3
5,0,5
8,0,8
4,0,4
170,365,535
3,0,3
4,0,4
4,0,4
2,0,2
2,0,2
2,0,2
18,0,18
6,0,6
3,0,3
2,0,2
8,0,8
3,0,3
24,0,24
3,0,3
5,0,5
3,0,3
3,0,3
3,0,3
6,0,6
3,0,3
5,0,5
14,0,14
3,0,3
3,0,3
20,0,20
2,0,2
3,0,3
2,0,2
6,0,6
2,0,2
5,0,5
5,0,5
3,0,3
3,0,3
4,0,4
2,0,2
3,0,3
5,0,5
7,0,7
32,0,32
3,0,3
30,0,30
4,0,4
5,0,5
3,0,3
4,0,4
4,0,4
3,0,3
9,0,9
3,0,3
2,0,2
3,0,3
3,0,3
2,0,2
3,0,3
5,0,5
4,0,4
2,0,2
15,0,15
5,0,5
3,0,3
3,0,3
3,0,3
170,289,459
2,0,2
30,0,30
5,0,5
9,0,9
2,0,2
3,0,3
2,0,2
2,0,2
3,0,3
3,0,3
11,0,11
2,0,2
3,0,3
3,0,3
3,0,3
3,0,3
3,0,3
3,0,3
4,0,4
2,0,2
3,0,3
4,0,4
6,0,6
8,0,8
3,0,3
3,0,3
2,0,2
3,0,3
12,0,12
15,0,15
4,0,4
3,0,3
2,0,2
3,0,3
5,0,5
4,0,4
6,0,6
3,0,3
31,0,31
10,0,10
3,0,3
2,0,2
20,0,20
4,0,4
2,0,2
5,0,5
4,0,4
4,0,4
6,0,6
10,0,10
3,0,3
3,0,3
170,292,462
5,0,5
4,0,4
4,0,4
2,0,2
4,0,4
4,0,4
5,0,5
3,0,3
6,0,6
3,0,3
3,0,3
3,0,3
29,0,29
3,0,3
8,0,8
5,0,5
171,233,404
4,0,4
172,252,424
6,0,6
9,0,9
4,606,610
15,0,15
2,0,2
5,0,5
2,0,2
3,0,3
3,0,3
3,0,3
4,0,4
6,0,6
3,0,3
15,0,15
2,0,2
2,0,2
2,0,2
5,0,5
26,170,196
4,0,4
4,0,4
6,0,6
3,0,3
6,0,6
3,0,3
2,0,2
2,0,2
3,0,3
31,0,31
13,0,13
3,0,3
7,0,7
4,0,4
2,0,2
2,0,2
5,0,5
5,0,5
3,0,3
2,0,2
3,0,3
3,0,3
171,60,231
5,0,5
2,0,2
171,121,292
11,0,11
6,0,6
2,0,2
4,0,4
5,0,5
6,0,6
2,0,2
14,0,14
4,0,4
30,0,30
5,0,5
4,0,4
30,0,30
3,146,149
3,0,3
2,0,2
2,0,2
4,0,4
3,0,3
2,0,2
3,0,3
3,0,3
173,327,500
13,0,13
4,0,4
31,0,31
3,0,3
3,0,3
35,0,35
3,0,3
3,0,3
3,0,3
4,0,4
4,0,4
9,0,9
3,0,3
3,0,3
4,0,4
3,0,3
30,0,30
3,0,3
3,0,3
7,0,7
13,21,34
3,0,3
2,0,2
3,0,3
5,0,5
3,0,3
8,0,8
3,0,3
3,0,3
3,0,3
4,0,4
14,607,621
6,0,6
8,0,8
3,0,3
8,0,8
7,0,7
8,0,8
9,0,9
3,0,3
12,0,12
171,281,452
32,0,32
6,0,6
4,0,4
176,500,676
8,0,8
5,0,5
3,0,3
3,0,3
8,55,63
2,0,2
5,0,5
3,0,3
2,0,2
4,0,4
3,0,3
2,0,2
171,250,421
34,0,34
7,0,7
3,0,3
2,0,2
2,0,2
6,0,6
3,0,3
3,0,3
3,0,3
6,0,6
4,0,4
11,0,11
3,0,3
4,0,4
3,0,3
2,0,2
4,0,4
4,0,4
173,266,439
2,0,2
3,0,3
173,291,464
3,0,3
3,0,3
13,0,13
3,0,3
29,0,29
3,0,3
3,0,3
2,0,2
2,0,2
3,0,3
9,0,9
2,0,2
170,299,469
3,0,3
4,0,4
4,0,4
8,0,8
2,0,2
13,0,13
19,0,19
11,0,11
2,0,2
8,0,8
3,0,3
2,0,2
2,0,2
17,378,395
2,0,2
3,0,3
2,0,2
4,0,4
3,0,3
14,0,14
2,0,2
190,83,273
20,653,673
13,0,13
15,0,15
30,0,30
2,0,2
4,0,4
2,0,2
3,0,3
2,0,2
6,0,6
20,0,20
5,0,5
12,0,12
10,0,10
3,0,3
28,0,28
9,0,9
3,0,3
2,0,2
2,0,2
13,0,13
2,0,2
2,0,2
3,0,3
3,0,3
18,97,115
3,0,3
3,0,3
8,0,8
2,0,2
6,0,6
3,0,3
4,0,4
2,0,2
2,0,2
32,0,32
6,0,6
9,0,9
6,0,6
3,0,3
12,0,12
4,0,4
4,0,4
2,0,2
2,0,2
25,0,25
2,0,2
3,0,3
4,0,4
4,0,4
2,0,2
14,0,14
13,0,13
3,0,3
2,0,2
3,0,3
4,0,4
171,22,193
4,0,4
3,0,3
2,0,2
2,0,2
6,0,6
3,0,3
2,0,2
3,0,3
4,0,4
3,0,3
8,0,8
4,0,4
2,0,2
3,0,3
3,0,3
2,0,2
6,0,6
6,0,6
4,0,4
2,0,2
3,0,3
178,0,178
3,0,3
3,0,3
2,0,2
3,0,3
3,0,3
3,275,278
13,134,147
2,0,2
8,0,8
6,0,6
5,0,5
3,0,3
2,0,2
3,0,3
2,0,2
2,0,2
178,742,920
3,0,3
3,0,3
6,0,6
3,0,3
5,0,5
12,0,12
30,0,30
170,228,398
7,0,7
3,0,3
4,0,4
30,0,30
3,0,3
7,0,7
3,0,3
4,0,4
6,0,6
14,0,14
3,0,3
3,0,3
2,0,2
32,0,32
5,0,5
29,426,455
8,105,113
8,0,8
3,0,3
3,0,3
6,0,6
2,0,2
3,0,3
7,0,7
3,0,3
5,0,5
6,0,6
3,0,3
3,0,3
2,0,2
173,0,173
8,0,8
4,0,4
2,0,2
2,0,2
4,0,4
3,0,3
2,0,2
58,0,58
2,0,2
4,0,4
2,0,2
5,0,5
2,0,2
14,0,14
3,0,3
11,0,11
3,0,3
4,0,4
3,0,3
2,0,2
3,0,3
5,0,5
4,0,4
6,0,6
3,0,3
48,33,81
2,0,2
3,0,3
3,0,3
4,0,4
3,0,3
2,0,2
3,0,3
12,0,12
4,0,4
4,0,4
2,0,2
3,0,3
3,0,3
8,0,8
26,155,181
5,0,5
3,0,3
3,0,3
32,0,32
6,0,6
3,0,3
3,0,3
3,0,3
32,0,32
9,0,9
3,0,3
5,0,5
4,0,4
3,0,3
2,0,2
3,0,3
4,0,4
4,0,4
3,0,3
32,0,32
4,0,4
5,0,5
3,0,3
4,0,4
9,0,9
8,0,8
28,265,293
3,0,3
2,0,2
2,0,2
20,0,20
3,0,3
2,0,2
5,0,5
7,0,7
10,0,10
5,0,5
3,0,3
2,0,2
10,0,10
3,0,3
8,0,8
3,0,3
4,0,4
4,0,4
9,0,9
9,0,9
3,0,3
3,0,3
3,0,3
2,0,2
5,0,5
3,0,3
2,15,17
33,0,33
3,0,3
3,0,3
5,0,5
14,0,14
4,0,4
3,0,3
5,0,5
4,0,4
2,0,2
4,0,4
2,0,2
34,178,212
3,0,3
2,0,2
8,0,8
3,0,3
8,0,8
4,0,4
23,0,23
5,0,5
13,0,13
7,0,7
2,0,2
2,0,2
3,0,3
170,228,398
3,0,3
10,0,10
3,0,3
4,0,4
3,0,3
2,0,2
11,0,11
6,0,6
2,0,2
6,0,6
4,0,4
2,0,2
3,0,3
2,0,2
6,0,6
4,0,4
2,0,2
3,0,3
3,20,23
3,0,3
3,0,3
4,0,4
32,0,32
171,13,184
2,0,2
5,0,5
18,0,18
3,0,3
15,0,15
2,0,2
4,0,4
2,0,2
2,0,2
3,0,3
3,0,3
3,0,3
26,0,26
6,0,6
12,0,12
3,0,3
7,0,7
4,0,4
171,356,527
3,0,3
11,0,11
30,0,30
3,0,3
4,0,4
7,0,7
7,0,7
11,0,11
3,0,3
32,0,32
4,0,4
7,0,7
15,0,15
2,0,2
2,0,2
2,0,2
6,275,281
2,0,2
2,0,2
5,0,5
4,0,4
2,0,2
7,0,7
3,0,3
2,0,2
10,223,233
3,0,3
12,0,12
3,0,3
5,0,5
3,0,3
6,0,6
3,0,3
174,259,433
3,0,3
2,0,2
3,0,3
2,28,30
3,0,3
3,0,3
2,0,2
3,0,3
3,0,3
9,0,9
30,0,30
7,0,7
4,0,4
3,0,3
3,0,3
3,0,3
5,0,5
3,0,3
12,0,12
3,0,3
3,0,3
10,0,10
5,0,5
2,0,2
3,0,3
6,0,6
5,0,5
2,0,2
3,0,3
7,0,7
2,0,2
7,0,7
30,0,30
3,0,3
2,0,2
7,0,7
5,0,5
4,0,4
3,0,3
4,0,4
3,0,3
3,0,3
6,0,6
3,0,3
3,0,3
6,0,6
171,274,445
3,0,3
4,0,4
2,0,2
3,0,3
6,0,6
5,0,5
2,0,2
4,0,4
3,0,3
6,0,6
3,0,3
171,0,171
3,0,3
3,0,3
7,0,7
12,0,12
3,0,3
2,0,2
2,0,2
4,0,4
4,0,4
14,0,14
3,0,3
2,0,2
15,13,28
5,0,5
89,0,89
2,0,2
6,0,6
4,0,4
5,0,5
3,0,3
2,0,2
7,0,7
3,0,3
3,0,3
3,0,3
2,0,2
5,0,5
5,0,5
2,0,2
6,0,6
3,0,3
6,0,6
3,0,3
30,0,30
5,0,5
30,0,30
5,0,5
2,362,364
3,0,3
2,0,2
8,0,8
9,0,9
3,0,3
7,0,7
6,0,6
3,0,3
5,0,5
14,0,14
3,0,3
5,0,5
3,0,3
3,0,3
5,0,5
3,0,3
4,0,4
2,0,2
3,0,3
30,0,30
3,0,3
2,0,2
2,0,2
4,0,4
3,0,3
2,0,2
5,0,5
37,0,37
5,0,5
3,0,3
5,0,5
2,0,2
2,0,2
3,0,3
18,0,18
3,0,3
3,0,3
4,0,4
12,0,12
27,0,27
5,0,5
3,0,3
2,0,2
3,0,3
2,0,2
10,0,10
12,0,12
2,0,2
2,0,2
2,0,2
4,0,4
9,0,9
4,0,4
7,0,7
9,0,9
2,0,2
4,0,4
31,0,31
2,0,2
2,0,2
4,0,4
11,0,11
3,0,3
2,0,2
22,0,22
4,0,4
2,0,2
8,0,8
5,0,5
5,0,5
6,0,6
3,0,3
4,0,4
2,0,2
6,0,6
6,0,6
2,0,2
2,0,2
52,870,922
5,0,5
2,0,2
3,0,3
3,0,3
2,0,2
12,0,12
4,0,4
39,296,335
6,0,6
9,0,9
7,0,7
10,0,10
